,Course,Year,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
22222,76-853,2010,,4.75,4.75,4.75,5.0,4.5,4.5
22223,76-853,2011,,4.0,3.0,3.33,4.5,3.17,3.33
22224,76-853,2013,,4.13,4.13,4.25,4.5,4.25,4.25
22225,76-853,2014,,4.25,3.88,4.38,4.88,4.63,4.5
22226,76-853,2015,11.5,4.67,4.17,5.0,5.0,5.0,4.67
22227,76-853,2018,11.75,4.5,4.25,4.5,4.88,4.63,4.63
22228,76-854,2010,,3.77,3.62,4.1899999999999995,3.605,4.015000000000001,4.43
22229,76-854,2012,,4.5,4.17,4.33,4.67,4.67,4.67
22230,76-854,2015,11.0,4.33,4.89,4.56,4.33,4.56,4.33
22231,76-854,2016,12.45,4.0,3.64,3.55,4.82,3.82,3.9
22232,76-854,2017,11.0,4.29,4.29,4.29,5.0,4.14,4.0
22233,76-854,2018,10.5,3.5,4.0,3.83,3.17,3.67,3.67
22234,76-855,2013,,4.57,4.0,4.0,4.86,4.43,4.57
22235,76-855,2017,9.8,5.0,5.0,4.8,4.8,4.8,4.6
22236,76-856,2011,,3.83,3.67,4.83,3.67,4.17,4.17
22237,76-856,2017,8.0,4.71,4.14,4.43,5.0,4.57,4.71
22238,76-857,2012,,4.83,4.5,4.58,4.75,4.75,4.67
22239,76-857,2017,9.5,4.5,3.5,4.0,4.5,4.0,4.0
22240,76-858,2012,,4.57,4.43,4.5,4.71,4.43,4.43
22241,76-858,2015,11.86,4.43,4.14,4.57,4.57,4.43,4.43
22242,76-858,2017,10.33,4.56,3.89,4.44,4.67,4.44,4.33
22243,76-859,2009,,,,,,4.0,4.67
22244,76-859,2011,,2.5,3.0,4.25,3.5,3.25,3.5
22245,76-862,2009,,,,,,5.0,4.5
22246,76-863,2010,,4.85,4.46,4.77,4.92,4.77,4.69
22247,76-863,2012,,4.54,4.15,4.54,4.69,4.46,4.38
22248,76-863,2014,11.75,5.0,4.88,4.63,4.88,4.88,4.75
22249,76-863,2017,14.0,4.57,4.29,4.43,4.71,4.57,4.57
22250,76-863,2018,14.57,5.0,4.71,5.0,5.0,4.71,4.86
22251,76-867,2009,,,,,,4.33,4.33
22252,76-867,2013,,5.0,5.0,4.5,5.0,4.5,4.5
22253,76-867,2015,13.0,3.4,4.0,4.4,3.6,4.2,4.6
22254,76-868,2012,,4.5,5.0,5.0,5.0,5.0,5.0
22255,76-868,2013,,5.0,5.0,4.5,5.0,5.0,5.0
22256,76-870,2010,,4.5,4.75,4.38,4.88,4.63,4.25
22257,76-870,2011,,4.58,3.92,3.42,4.67,3.75,3.75
22258,76-870,2012,,5.0,4.79,4.79,5.0,4.93,4.86
22259,76-870,2013,,5.0,4.91,4.36,5.0,4.82,4.64
22260,76-870,2014,11.17,5.0,4.83,4.67,5.0,5.0,5.0
22261,76-870,2015,8.69,4.92,4.46,4.46,5.0,4.62,4.23
22262,76-870,2016,10.29,4.86,4.14,3.43,4.86,3.71,3.71
22263,76-870,2017,9.43,4.57,3.43,3.57,4.86,4.0,4.0
22264,76-870,2018,7.25,4.13,4.75,3.75,4.88,3.63,3.88
22265,76-872,2012,,4.5,5.0,4.5,5.0,4.5,4.5
22266,76-872,2013,,4.5,5.0,5.0,4.5,4.5,5.0
22267,76-872,2015,8.0,4.67,4.33,3.67,3.67,3.67,3.67
22268,76-872,2016,7.4,5.0,5.0,4.8,4.6,4.6,4.8
22269,76-872,2017,16.0,4.5,4.5,4.5,4.5,4.5,4.5
22270,76-872,2018,9.0,4.33,4.33,4.67,4.33,4.0,3.67
22271,76-873,2009,,,,,,4.0,4.0
22272,76-873,2010,,4.27,4.27,4.36,5.0,4.09,4.09
22273,76-875,2013,,4.5,4.33,3.5,4.33,3.83,4.33
22274,76-875,2015,11.0,4.0,4.0,4.0,5.0,4.5,4.5
22275,76-875,2016,9.5,4.25,3.5,3.75,4.5,4.0,3.75
22276,76-875,2017,11.0,5.0,5.0,5.0,5.0,5.0,4.5
22277,76-875,2018,8.0,4.0,4.0,4.0,4.67,4.0,4.33
22278,76-875,2019,5.0,5.0,5.0,5.0,5.0,5.0,4.5
22279,76-876,2011,,4.8,4.2,5.0,5.0,4.6,4.8
22280,76-876,2014,11.75,4.25,4.75,4.5,4.0,4.25,3.75
22281,76-876,2015,10.33,4.5,4.6,4.7,4.6,4.5,4.5
22282,76-876,2016,11.0,5.0,5.0,4.75,5.0,5.0,5.0
22283,76-876,2017,12.0,5.0,4.33,5.0,5.0,4.67,4.67
22284,76-876,2018,14.0,5.0,5.0,5.0,5.0,5.0,5.0
22285,76-878,2010,,4.0,4.0,4.23,4.77,4.0,4.08
22286,76-878,2014,,4.75,5.0,5.0,5.0,5.0,5.0
22287,76-879,2009,,,,,,3.25,3.5
22288,76-880,2019,9.75,5.0,4.82,4.82,5.0,4.91,4.91
22289,76-881,2015,8.0,3.67,4.0,3.67,4.67,3.67,4.67
22290,76-881,2016,12.33,4.56,3.78,4.0,4.78,4.11,4.13
22291,76-881,2017,12.5,4.75,4.0,4.25,5.0,4.75,4.5
22292,76-881,2018,13.5,5.0,3.5,4.0,5.0,4.5,4.75
22293,76-882,2010,,4.4,3.6,4.0,4.6,3.8,3.6
22294,76-882,2012,,4.67,4.5,4.33,5.0,4.0,4.0
22295,76-882,2014,,3.83,4.17,3.67,4.33,4.0,3.5
22296,76-882,2016,11.0,4.17,3.67,4.0,4.17,3.67,3.5
22297,76-882,2018,10.4,4.8,4.6,5.0,5.0,4.8,4.8
22298,76-883,2012,,4.25,4.0,3.5,5.0,4.25,4.0
22299,76-884,2011,,4.86,5.0,5.0,5.0,5.0,5.0
22300,76-884,2013,,4.75,4.75,4.75,5.0,4.75,4.75
22301,76-884,2015,8.0,4.67,5.0,4.67,4.67,4.67,4.67
22302,76-884,2017,9.33,4.56,4.75,4.5,4.75,4.63,4.25
22303,76-885,2011,,5.0,4.92,4.83,5.0,4.83,4.75
22304,76-885,2012,,4.23,3.46,3.62,4.46,3.77,4.15
22305,76-885,2014,11.0,5.0,4.67,4.0,5.0,4.33,4.33
22306,76-885,2017,10.0,4.83,4.5,4.5,4.67,4.67,4.67
22307,76-886,2011,,4.33,4.67,4.0,5.0,4.0,4.0
22308,76-886,2012,,4.14,4.0,4.0,4.86,4.29,4.57
22309,76-886,2014,12.2,3.4,4.0,3.4,3.4,3.2,2.6
22310,76-886,2017,13.25,5.0,5.0,4.75,5.0,5.0,4.75
22311,76-887,2009,,,,,,2.21,2.21
22312,76-887,2010,,3.8,3.2,2.13,4.4,2.13,1.93
22313,76-887,2011,,4.41,4.09,4.32,4.545,4.275,4.275
22314,76-887,2012,,4.71,3.21,4.07,4.71,4.36,4.21
22315,76-887,2013,,3.315,2.6550000000000002,2.9699999999999998,3.5949999999999998,3.125,2.69
22316,76-887,2014,12.5,5.0,4.645,4.535,5.0,4.855,4.715
22317,76-887,2015,10.274999999999999,3.9450000000000003,3.5,3.5549999999999997,4.055,3.39,3.055
22318,76-887,2016,8.5,5.0,4.665,4.58,5.0,4.75,4.665
22319,76-887,2017,10.57,4.83,4.0,4.43,4.86,4.14,3.86
22320,76-887,2018,9.71,4.71,4.0,4.14,4.86,4.57,4.43
22321,76-887,2019,10.67,5.0,4.67,4.5,5.0,4.67,4.33
22322,76-888,2009,,,,,,4.0,3.46
22323,76-888,2010,,2.15,1.54,2.0,2.69,2.0,1.85
22324,76-888,2011,,1.9,2.3,1.4,2.8,1.8,1.9
22325,76-888,2013,,3.61,2.8600000000000003,3.53,4.0,2.7199999999999998,2.835
22326,76-888,2014,3.5,4.645,4.395,3.965,4.645,3.965,4.32
22327,76-889,2016,8.0,4.79,4.79,4.71,4.93,4.79,4.64
22328,76-889,2017,12.42,4.75,4.83,4.75,4.75,4.75,4.58
22329,76-889,2018,9.8,5.0,5.0,4.8,5.0,5.0,5.0
22330,76-889,2019,8.86,4.57,4.43,3.86,5.0,4.57,4.29
22331,76-890,2014,,4.75,4.0,4.5,5.0,4.75,4.75
22332,76-891,2009,,,,,,4.0,4.5
22333,76-891,2013,,4.0,3.89,4.56,4.44,4.33,4.33
22334,76-891,2015,11.0,4.67,4.67,4.0,4.67,4.67,4.33
22335,76-892,2009,,,,,,3.5,3.5
22336,76-892,2010,,4.6,3.8,3.8,4.0,3.4,3.2
22337,76-892,2011,,4.17,3.83,4.5,4.5,4.0,4.4
22338,76-892,2012,,5.0,5.0,5.0,5.0,5.0,5.0
22339,76-892,2015,13.0,4.33,3.67,4.33,3.67,4.0,3.67
22340,76-892,2017,5.0,4.0,4.0,4.0,4.0,4.0,4.0
22341,76-892,2018,9.5,4.33,3.83,4.0,4.17,3.83,3.67
22342,76-895,2013,,4.89,4.56,4.67,4.78,4.67,4.56
22343,76-897,2013,,4.33,3.33,4.67,5.0,4.67,4.67
22344,76-898,2017,8.0,5.0,5.0,5.0,5.0,5.0,5.0
22345,76-899,2017,11.0,4.5,4.75,4.5,5.0,4.75,4.25
22346,76-899,2019,7.25,5.0,4.75,4.75,5.0,5.0,5.0
22347,76-902,2010,,4.67,4.5,3.75,5.0,4.67,3.75
22348,76-902,2011,,5.0,4.5,5.0,5.0,5.0,5.0
22349,76-902,2012,,5.0,4.83,4.83,5.0,4.83,4.5
22350,76-902,2013,,5.0,4.6,4.8,5.0,5.0,4.8
22351,76-902,2014,5.0,4.8,4.4,4.75,5.0,4.8,4.4
22352,76-902,2015,2.0,5.0,5.0,4.0,5.0,4.5,4.5
22353,76-902,2016,2.0,5.0,5.0,5.0,5.0,5.0,5.0
22354,76-902,2018,6.0,5.0,5.0,5.0,5.0,5.0,5.0
22355,76-903,2009,,,,,,4.5,2.0
22356,76-903,2012,,5.0,4.6,5.0,5.0,5.0,4.8
22357,76-903,2014,,5.0,4.83,4.83,5.0,4.83,4.83
22358,76-903,2015,3.5,4.75,4.75,4.5,4.75,4.75,4.5
22359,76-903,2016,2.0,5.0,4.33,4.33,5.0,4.33,4.33
22360,76-903,2017,2.0,5.0,5.0,5.0,5.0,5.0,5.0
22361,76-904,2011,,5.0,5.0,5.0,5.0,5.0,5.0
22362,76-904,2013,,5.0,5.0,5.0,5.0,5.0,4.33
22363,76-904,2014,8.25,4.5,4.5,4.5,4.75,4.5,4.5
22364,76-904,2016,5.0,5.0,5.0,5.0,5.0,5.0,4.67
22365,76-904,2018,2.0,5.0,5.0,4.0,5.0,5.0,5.0
22366,76-911,2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0
22367,79-104,2009,,,,,,2.87,2.6550000000000002
22368,79-104,2010,,4.0,4.0,4.0,4.14,3.69,3.6
22369,79-104,2011,,4.265000000000001,3.66,4.17,4.51,4.03,3.8899999999999997
22370,79-104,2012,,4.4,4.17,4.3149999999999995,4.585,4.335,4.1899999999999995
22371,79-104,2013,,4.44,3.95,4.31,4.58,4.39,4.07
22372,79-104,2014,6.54,4.58,3.99,4.5,4.64,4.61,4.3
22373,79-104,2015,6.859999999999999,4.6,4.08,4.55,4.67,4.555,4.3100000000000005
22374,79-104,2016,6.88,4.74,4.22,4.55,4.82,4.63,4.43
22375,79-104,2017,7.05,4.645,4.53,4.64,4.8100000000000005,4.65,4.425000000000001
22376,79-104,2018,7.515000000000001,4.720000000000001,4.415,4.67,4.89,4.6850000000000005,4.55
22377,79-104,2019,7.25,4.67,4.67,4.85,5.0,4.67,4.8
22378,79-125,2010,,4.57,4.43,4.17,4.71,4.57,4.29
22379,79-125,2012,,4.44,4.56,4.56,4.56,4.67,4.67
22380,79-157,2009,,,,,,4.5,4.25
22381,79-157,2013,,4.7,4.3,4.4,4.6,4.3,3.9
22382,79-162,2016,6.71,4.29,4.14,4.43,4.71,4.43,4.14
22383,79-164,2016,6.2,3.8,3.2,3.4,4.2,3.8,3.8
22384,79-165,2011,,4.83,4.33,4.5,4.83,4.67,4.5
22385,79-165,2012,,4.5,4.1,3.9,4.8,3.9,3.3
22386,79-165,2013,,4.92,4.31,4.42,4.92,4.23,4.15
22387,79-167,2011,,4.73,4.73,4.55,4.82,4.64,4.55
22388,79-167,2014,5.75,4.83,4.67,4.55,4.92,4.67,4.67
22389,79-167,2015,5.9,4.5,3.9,4.2,4.2,4.2,4.2
22390,79-168,2013,,4.7,4.6,4.7,4.6,4.8,4.8
22391,79-168,2015,4.0,4.67,4.67,4.33,5.0,4.67,4.67
22392,79-169,2012,,4.71,4.71,4.71,4.57,4.71,4.86
22393,79-170,2014,,4.5,4.17,4.83,3.67,4.33,4.17
22394,79-173,2010,,5.0,5.0,4.89,5.0,5.0,5.0
22395,79-174,2010,,5.0,4.83,4.83,5.0,5.0,5.0
22396,79-174,2011,,4.86,4.36,4.71,4.86,4.86,4.64
22397,79-175,2010,,5.0,4.8,4.4,5.0,5.0,4.6
22398,79-176,2012,,3.0,2.0,2.0,3.0,2.33,2.0
22399,79-176,2014,,4.45,4.0,3.36,4.73,3.55,3.73
22400,79-177,2012,,4.71,3.86,4.43,4.43,4.71,4.14
22401,79-178,2015,8.64,4.82,4.45,4.91,5.0,4.82,5.0
22402,79-178,2016,8.21,4.93,4.79,4.93,5.0,4.93,4.93
22403,79-185,2017,8.0,4.4,3.6,4.0,4.0,4.0,3.8
22404,79-195,2011,,5.0,5.0,5.0,5.0,5.0,5.0
22405,79-197,2013,,4.0,4.0,4.25,4.75,4.25,4.0
22406,79-200,2009,,,,,,4.8,4.6
22407,79-200,2013,,4.7,4.8,4.2,4.7,4.6,4.0
22408,79-200,2014,8.375,4.5,4.0,4.17,4.33,4.0,3.83
22409,79-200,2015,10.14,4.86,4.71,4.86,4.71,4.71,4.57
22410,79-200,2016,8.065000000000001,4.6899999999999995,4.605,4.37,4.48,4.275,4.21
22411,79-200,2017,8.665,4.945,4.615,4.665,4.725,4.78,4.5
22412,79-200,2018,7.205,4.13,4.055,3.915,4.38,3.7,3.58
22413,79-200,2019,6.5,4.83,5.0,5.0,5.0,4.33,4.33
22414,79-201,2009,,,,,,4.1,4.1
22415,79-201,2015,6.505000000000001,4.625,4.035,4.46,4.7,4.4,4.265000000000001
22416,79-201,2016,8.0,4.0,4.0,4.0,5.0,5.0,5.0
22417,79-201,2017,7.25,4.75,4.665,5.0,5.0,4.75,4.75
22418,79-201,2018,13.0,4.67,4.21,4.0,5.0,4.33,4.33
22419,79-201,2019,9.085,4.805,4.585,4.779999999999999,4.890000000000001,4.779999999999999,4.640000000000001
22420,79-202,2010,,3.94,4.06,4.12,4.29,4.0,3.71
22421,79-202,2013,,4.25,4.75,4.75,4.75,4.75,4.75
22422,79-202,2015,8.43,4.43,4.14,4.57,4.71,4.57,4.29
22423,79-202,2016,8.0,4.86,4.71,4.86,4.86,4.86,4.86
22424,79-202,2018,8.0,4.33,4.14,4.53,4.73,4.6,4.4
22425,79-202,2019,6.88,4.63,4.38,4.5,5.0,4.75,4.63
22426,79-203,2009,,,,,,4.2,4.0
22427,79-203,2014,6.0,4.6899999999999995,3.915,3.98,4.5649999999999995,4.125,3.79
22428,79-203,2016,9.08,4.42,3.92,4.0,4.33,4.08,3.92
22429,79-203,2018,8.4,4.73,4.71,4.87,4.67,4.53,4.6
22430,79-203,2019,6.88,5.0,4.63,4.88,4.75,4.75,4.75
22431,79-204,2009,,,,,,3.57,3.43
22432,79-204,2012,,5.0,4.8,4.86,5.0,5.0,5.0
22433,79-204,2013,,5.0,4.75,5.0,5.0,5.0,5.0
22434,79-205,2010,,4.8100000000000005,4.845000000000001,4.46,5.0,4.71,4.425
22435,79-205,2011,,4.56,3.83,4.22,4.78,4.5,4.22
22436,79-205,2012,,4.64,4.64,4.55,4.82,4.64,4.36
22437,79-205,2013,,4.89,4.56,4.67,4.89,4.67,4.67
22438,79-205,2014,9.25,4.68,4.09,4.45,4.65,4.45,4.484999999999999
22439,79-205,2016,6.5,4.5,3.8,3.8,4.6,3.9,4.0
22440,79-205,2017,8.27,4.8,4.2,4.3,4.77,4.2,4.22
22441,79-205,2018,6.71,4.57,4.43,4.71,4.57,4.29,4.43
22442,79-206,2013,,4.4,4.0,4.4,4.6,4.5,4.4
22443,79-206,2016,5.67,4.22,4.56,4.44,5.0,4.44,4.56
22444,79-206,2017,6.36,4.55,4.36,4.55,4.82,4.45,4.64
22445,79-207,2010,,4.18,4.0,4.35,4.76,4.24,4.24
22446,79-207,2013,,4.38,3.85,4.15,4.77,4.15,4.0
22447,79-207,2014,,5.0,3.5,4.5,5.0,4.5,4.25
22448,79-207,2018,8.27,5.0,4.91,4.91,4.91,4.91,4.73
22449,79-208,2017,5.0,4.5,4.0,4.75,4.75,4.5,4.25
22450,79-208,2018,9.67,4.22,4.22,4.78,4.89,4.67,4.56
22451,79-209,2016,7.7,4.6,4.5,4.8,4.3,4.4,4.6
22452,79-209,2018,6.15,4.15,3.77,4.08,4.23,3.85,3.69
22453,79-209,2019,6.33,4.56,4.56,4.78,4.56,4.67,4.56
22454,79-210,2015,8.76,4.725,4.585,4.615,4.734999999999999,4.68,4.65
22455,79-211,2009,,,,,,4.33,4.0
22456,79-211,2015,7.67,4.89,4.22,4.33,4.67,4.33,4.33
22457,79-211,2017,5.9,4.9,4.8,4.9,5.0,4.8,4.8
22458,79-211,2018,5.75,4.88,4.75,4.5,4.88,4.75,4.63
22459,79-212,2014,,4.92,4.77,4.85,4.92,4.69,4.62
22460,79-212,2017,6.8,4.2,3.9,3.7,4.3,3.9,4.0
22461,79-213,2017,5.38,4.63,4.0,4.0,4.63,4.38,4.38
22462,79-213,2018,4.57,4.86,4.43,4.57,4.86,4.43,4.71
22463,79-213,2019,4.0,4.33,3.67,4.33,5.0,4.67,4.33
22464,79-214,2018,7.0,3.89,4.0,3.78,4.0,3.56,3.44
22465,79-215,2012,,5.0,5.0,5.0,5.0,5.0,5.0
22466,79-215,2017,7.0,4.43,4.14,4.57,4.71,4.14,3.86
22467,79-215,2018,6.2,3.6,3.0,3.4,3.8,3.4,3.4
22468,79-216,2012,,5.0,4.6,4.6,4.8,4.6,4.4
22469,79-216,2018,8.5,3.67,2.83,3.83,4.17,3.83,3.83
22470,79-217,2009,,,,,,4.2,4.2
22471,79-217,2013,,4.5,4.5,4.5,4.8,4.5,4.4
22472,79-217,2015,6.71,4.86,4.57,4.86,4.93,4.79,4.86
22473,79-217,2017,5.82,4.64,4.09,4.27,4.82,4.27,4.18
22474,79-218,2009,,,,,,4.9,4.55
22475,79-218,2015,6.5,4.67,4.17,4.33,4.5,4.5,4.5
22476,79-218,2019,7.25,5.0,4.88,4.75,5.0,4.88,5.0
22477,79-219,2009,,,,,,3.9,3.89
22478,79-219,2012,,4.78,4.33,4.56,4.56,4.78,4.67
22479,79-219,2016,6.8,4.5,4.1,4.3,4.6,4.3,4.4
22480,79-220,2016,5.75,5.0,4.5,4.75,5.0,5.0,5.0
22481,79-221,2009,,,,,,5.0,4.86
22482,79-221,2011,,4.255,3.96,4.095,4.65,4.125,4.13
22483,79-221,2012,,4.46,4.0,4.31,4.62,4.46,4.0
22484,79-221,2013,,4.44,4.22,4.56,4.56,4.5,4.65
22485,79-221,2014,7.5,4.71,5.0,4.57,5.0,4.71,4.71
22486,79-221,2017,9.0,5.0,4.85,5.0,5.0,4.77,4.75
22487,79-222,2013,,4.57,4.23,4.79,4.93,4.57,4.5
22488,79-222,2014,,4.9,4.3,4.8,4.9,4.6,4.4
22489,79-223,2015,6.5,5.0,4.5,4.7,4.8,4.8,4.8
22490,79-223,2017,6.64,4.27,3.64,4.36,4.82,4.27,4.18
22491,79-223,2018,6.2,4.6,4.5,4.8,4.7,4.6,4.6
22492,79-223,2019,8.0,5.0,4.4,4.2,5.0,4.4,4.4
22493,79-224,2011,,4.4,3.6,4.1,4.9,4.0,3.9
22494,79-225,2012,,4.17,3.83,4.0,4.33,4.0,3.5
22495,79-225,2014,10.25,5.0,3.75,4.5,4.75,4.5,4.5
22496,79-226,2011,,3.6,2.8,3.7,4.0,3.4,3.4
22497,79-226,2012,,3.2,2.8,3.8,3.8,3.4,3.4
22498,79-226,2014,,4.41,4.12,4.41,4.71,4.29,4.18
22499,79-226,2015,8.75,5.0,4.75,5.0,5.0,5.0,4.75
22500,79-227,2010,,4.75,4.63,4.5,4.88,4.63,4.25
22501,79-227,2011,,4.0,3.5,4.0,4.5,4.0,4.0
22502,79-227,2015,5.6,4.4,4.8,5.0,4.8,4.8,4.4
22503,79-227,2018,8.75,4.5,3.75,4.25,4.75,4.25,4.0
22504,79-228,2017,6.5,5.0,5.0,5.0,5.0,5.0,5.0
22505,79-229,2010,,4.86,4.75,4.93,5.0,4.93,4.93
22506,79-229,2012,,4.78,4.56,4.78,4.78,4.67,4.56
22507,79-229,2013,,4.745,4.52,4.57,4.885,4.66,4.595000000000001
22508,79-229,2015,7.63,4.88,4.63,4.63,5.0,4.63,4.75
22509,79-229,2017,6.2,5.0,4.9,4.78,4.78,5.0,4.9
22510,79-230,2011,,4.43,4.14,4.48,4.29,4.38,4.33
22511,79-230,2012,,4.61,4.33,4.56,4.53,4.56,4.56
22512,79-230,2014,,4.55,3.82,4.73,4.45,4.73,4.64
22513,79-230,2016,7.0,4.56,4.33,4.56,4.44,4.44,4.56
22514,79-230,2018,6.5,5.0,4.9,4.9,4.9,5.0,4.9
22515,79-231,2010,,4.8149999999999995,4.47,4.720000000000001,4.779999999999999,4.734999999999999,4.220000000000001
22516,79-231,2011,,4.6899999999999995,4.465,4.465,4.4,4.6899999999999995,4.525
22517,79-231,2012,,4.720000000000001,4.375,4.529999999999999,4.76,4.529999999999999,4.529999999999999
22518,79-231,2013,,4.465,3.87,4.335,4.23,4.365,4.4
22519,79-231,2014,7.47,4.58,4.279999999999999,4.54,4.855,4.62,4.550000000000001
22520,79-231,2015,8.75,4.859999999999999,4.595,4.605,4.945,4.779999999999999,4.805
22521,79-231,2016,10.1,4.4,3.9,4.3,4.8,4.3,4.4
22522,79-232,2013,,4.5,4.83,4.83,4.58,4.83,4.42
22523,79-232,2016,8.6,4.7,4.7,4.8,4.7,4.8,4.7
22524,79-232,2018,8.27,4.73,4.64,4.73,4.73,4.91,4.64
22525,79-233,2016,7.7,4.9,4.8,4.75,4.95,4.9,4.75
22526,79-234,2013,,4.6,4.2,4.4,4.8,4.6,4.8
22527,79-234,2017,6.75,4.5,4.25,4.42,4.83,4.33,4.17
22528,79-235,2010,,4.29,3.57,4.14,4.64,4.07,4.29
22529,79-235,2011,,4.22,4.11,4.44,4.44,4.22,4.11
22530,79-235,2012,,4.75,4.25,4.63,4.88,4.38,4.75
22531,79-235,2013,,4.0,3.6,4.0,4.1,3.5,4.0
22532,79-235,2014,7.75,4.25,3.42,3.67,4.33,3.67,3.75
22533,79-235,2016,7.0,4.17,3.83,4.25,4.58,4.0,4.0
22534,79-235,2017,6.13,4.63,4.13,4.5,4.88,4.38,4.25
22535,79-235,2018,7.25,4.0,2.5,4.0,4.0,4.0,3.75
22536,79-235,2019,8.0,4.25,4.0,4.0,4.0,4.33,4.25
22537,79-236,2010,,4.0,3.33,3.75,4.5,3.58,3.75
22538,79-236,2012,,4.4,4.0,4.8,4.6,3.8,3.8
22539,79-236,2014,,3.86,3.43,4.43,5.0,4.14,4.14
22540,79-236,2017,5.9,4.3,4.0,4.2,4.8,3.9,4.1
22541,79-236,2018,7.31,4.31,4.15,4.31,4.77,4.15,4.08
22542,79-237,2011,,4.0,1.67,3.0,3.33,2.33,1.67
22543,79-237,2015,8.715,4.615,4.215,4.715,4.66,4.390000000000001,4.305
22544,79-237,2017,10.38,4.78,4.89,4.89,4.78,4.89,4.67
22545,79-238,2009,,,,,,4.21,4.0
22546,79-238,2014,,4.33,4.67,4.33,4.33,4.33,4.33
22547,79-238,2016,5.0,3.0,1.67,2.33,4.0,2.33,2.0
22548,79-238,2019,5.38,4.38,4.38,4.5,4.75,4.38,4.38
22549,79-239,2013,,4.44,4.22,4.67,4.78,4.33,4.56
22550,79-239,2015,6.71,4.71,4.14,4.29,5.0,4.29,4.0
22551,79-239,2017,5.67,4.89,4.89,4.78,5.0,4.89,4.78
22552,79-239,2018,6.29,4.86,4.71,4.86,4.86,4.86,4.86
22553,79-240,2010,,4.62,4.37,4.82,4.37,4.87,4.74
22554,79-240,2012,,4.52,4.0,4.52,4.45,4.43,4.24
22555,79-240,2015,6.7,4.91,4.7,4.87,4.83,4.91,4.91
22556,79-240,2017,6.88,4.88,4.53,4.81,4.88,4.88,4.75
22557,79-240,2018,8.75,4.63,4.75,4.63,4.5,4.63,4.63
22558,79-240,2019,11.7,4.8,4.7,4.7,4.9,4.6,4.6
22559,79-241,2012,,3.67,3.0,3.0,3.33,3.67,3.33
22560,79-242,2010,,4.67,5.0,4.67,4.67,4.33,4.67
22561,79-242,2013,,4.88,4.38,4.75,4.73,4.5,4.56
22562,79-242,2014,6.5,4.55,4.45,4.55,4.75,4.6,4.5
22563,79-242,2016,6.88,4.88,4.25,4.38,5.0,4.5,4.5
22564,79-242,2018,5.86,4.71,4.43,4.86,5.0,4.71,4.86
22565,79-242,2019,7.4,4.7,4.4,4.8,5.0,4.7,4.6
22566,79-243,2015,4.57,5.0,4.57,4.86,5.0,4.86,4.71
22567,79-244,2009,,,,,,4.45,4.17
22568,79-244,2010,,4.64,4.27,4.82,4.82,4.64,4.73
22569,79-244,2011,,4.82,4.27,4.55,4.91,4.82,4.82
22570,79-244,2012,,4.53,3.74,4.89,4.84,4.63,4.63
22571,79-244,2013,,4.54,4.015,4.485,4.465,4.41,4.355
22572,79-245,2014,9.83,4.92,4.5,4.67,4.08,4.83,4.58
22573,79-245,2015,8.66,4.87,4.87,4.87,4.875,4.87,4.825
22574,79-245,2017,8.0,4.78,4.67,4.89,4.89,4.89,4.89
22575,79-245,2018,8.6,4.87,4.73,4.67,4.87,4.93,4.87
22576,79-246,2010,,4.3,4.0,4.4,4.4,4.0,4.1
22577,79-246,2011,,4.44,4.0,4.78,4.56,4.67,4.56
22578,79-246,2012,,4.6,4.2,3.8,5.0,4.0,4.0
22579,79-246,2014,7.77,4.77,4.69,4.62,4.77,4.62,4.62
22580,79-247,2013,,4.38,4.0,4.25,4.88,4.13,4.25
22581,79-248,2011,,4.5,4.25,4.5,4.75,4.5,4.5
22582,79-248,2013,,2.2,2.4,2.4,3.0,2.0,2.0
22583,79-248,2015,12.17,4.33,3.67,4.83,4.83,4.5,4.17
22584,79-249,2011,,4.470000000000001,4.395,4.305,4.775,4.29,4.09
22585,79-249,2012,,4.475,4.46,4.525,4.72,4.68,4.545
22586,79-249,2013,,4.88,4.76,4.75,4.94,4.75,4.75
22587,79-249,2014,,4.86,4.54,4.69,5.0,4.79,4.86
22588,79-249,2016,8.0,5.0,4.77,4.92,5.0,4.92,4.69
22589,79-249,2018,6.5,4.75,4.88,4.75,5.0,4.75,4.75
22590,79-249,2019,13.14,4.86,5.0,4.86,4.86,5.0,5.0
22591,79-250,2016,7.29,4.35,3.82,4.29,4.0,4.18,4.0
22592,79-250,2017,6.5,4.5,4.14,4.93,4.36,4.5,4.43
22593,79-251,2010,,4.88,4.96,4.85,4.81,4.85,4.77
22594,79-251,2012,,4.91,4.77,4.91,4.95,4.91,4.86
22595,79-251,2013,,5.0,4.895,4.895,5.0,4.975,4.42
22596,79-252,2010,,4.67,4.67,4.56,5.0,4.67,4.56
22597,79-252,2012,,4.5,4.0,4.25,4.63,4.38,4.13
22598,79-252,2013,,4.58,4.25,4.75,5.0,4.67,4.67
22599,79-252,2014,6.71,4.57,4.36,4.57,4.79,4.57,4.64
22600,79-252,2016,9.8,5.0,4.6,5.0,5.0,5.0,5.0
22601,79-253,2010,,5.0,5.0,5.0,5.0,5.0,5.0
22602,79-253,2015,8.0,4.33,4.11,4.67,4.67,4.22,4.11
22603,79-254,2009,,,,,,3.9,3.6
